Quarter,HB,CancerType,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferralsTreatedWithin62Days,Date,DateSquared,Pandemic
2015Q2,S08000032,Upper GI,26,26,13,169,0
2015Q2,S08000032,Urological,33,30,13,169,0
2015Q3,S08000015,Breast,62,61,14,196,0
2015Q3,S08000015,Cervical,2,1,14,196,0
2015Q3,S08000015,Colorectal,33,29,14,196,0
2015Q3,S08000015,Head & Neck,10,8,14,196,0
2015Q3,S08000015,Lung,57,49,14,196,0
2015Q3,S08000015,Lymphoma,8,7,14,196,0
2015Q3,S08000015,Melanoma,13,13,14,196,0
2015Q3,S08000015,Ovarian,11,10,14,196,0
2015Q3,S08000015,Upper GI,41,36,14,196,0
2015Q3,S08000015,Urological,26,23,14,196,0
2015Q3,S08000016,Breast,13,13,14,196,0
2015Q3,S08000016,Colorectal,10,10,14,196,0
2015Q3,S08000016,Head & Neck,3,3,14,196,0
2015Q3,S08000016,Lung,14,14,14,196,0
2015Q3,S08000016,Lymphoma,4,4,14,196,0
2015Q3,S08000016,Melanoma,3,3,14,196,0
2015Q3,S08000016,Ovarian,1,1,14,196,0
2015Q3,S08000016,Upper GI,11,11,14,196,0
2015Q3,S08000016,Urological,7,6,14,196,0
2015Q3,S08000017,Breast,19,19,14,196,0
2015Q3,S08000017,Cervical,1,1,14,196,0
2015Q3,S08000017,Colorectal,14,12,14,196,0
2015Q3,S08000017,Head & Neck,1,1,14,196,0
2015Q3,S08000017,Lung,20,20,14,196,0
2015Q3,S08000017,Lymphoma,1,1,14,196,0
2015Q3,S08000017,Melanoma,2,2,14,196,0
2015Q3,S08000017,Upper GI,11,11,14,196,0
2015Q3,S08000017,Urological,19,18,14,196,0
2015Q3,S08000019,Breast,26,26,14,196,0
2015Q3,S08000019,Cervical,1,0,14,196,0
2015Q3,S08000019,Colorectal,23,23,14,196,0
2015Q3,S08000019,Head & Neck,9,7,14,196,0
2015Q3,S08000019,Lung,23,21,14,196,0
2015Q3,S08000019,Lymphoma,8,8,14,196,0
2015Q3,S08000019,Melanoma,7,7,14,196,0
2015Q3,S08000019,Ovarian,1,1,14,196,0
2015Q3,S08000019,Upper GI,21,21,14,196,0
2015Q3,S08000019,Urological,46,43,14,196,0
2015Q3,S08000020,Breast,106,99,14,196,0
2015Q3,S08000020,Cervical,4,2,14,196,0
2015Q3,S08000020,Colorectal,47,28,14,196,0
2015Q3,S08000020,Head & Neck,14,8,14,196,0
2015Q3,S08000020,Lung,63,57,14,196,0
2015Q3,S08000020,Lymphoma,13,10,14,196,0
2015Q3,S08000020,Melanoma,7,7,14,196,0
2015Q3,S08000020,Ovarian,9,9,14,196,0
2015Q3,S08000020,Upper GI,34,33,14,196,0
2015Q3,S08000020,Urological,52,46,14,196,0
2015Q3,S08000022,Breast,64,64,14,196,0
2015Q3,S08000022,Cervical,2,2,14,196,0
2015Q3,S08000022,Colorectal,34,28,14,196,0
2015Q3,S08000022,Head & Neck,4,3,14,196,0
2015Q3,S08000022,Lung,28,24,14,196,0
2015Q3,S08000022,Lymphoma,6,6,14,196,0
2015Q3,S08000022,Melanoma,7,6,14,196,0
2015Q3,S08000022,Ovarian,3,3,14,196,0
2015Q3,S08000022,Upper GI,20,20,14,196,0
2015Q3,S08000022,Urological,28,14,14,196,0
2015Q3,S08000024,Breast,209,209,14,196,0
2015Q3,S08000024,Cervical,5,5,14,196,0
2015Q3,S08000024,Colorectal,57,52,14,196,0
2015Q3,S08000024,Head & Neck,11,9,14,196,0
2015Q3,S08000024,Lung,56,55,14,196,0
2015Q3,S08000024,Lymphoma,17,15,14,196,0
2015Q3,S08000024,Melanoma,16,15,14,196,0
2015Q3,S08000024,Ovarian,5,4,14,196,0
2015Q3,S08000024,Upper GI,37,34,14,196,0
2015Q3,S08000024,Urological,66,53,14,196,0
2015Q3,S08000025,Breast,1,1,14,196,0
2015Q3,S08000025,Cervical,1,1,14,196,0
2015Q3,S08000025,Colorectal,3,1,14,196,0
2015Q3,S08000025,Lung,1,1,14,196,0
2015Q3,S08000025,Upper GI,2,2,14,196,0
2015Q3,S08000026,Breast,1,1,14,196,0
2015Q3,S08000026,Colorectal,7,5,14,196,0
2015Q3,S08000026,Lung,1,1,14,196,0
2015Q3,S08000026,Lymphoma,1,1,14,196,0
2015Q3,S08000026,Upper GI,3,3,14,196,0
2015Q3,S08000026,Urological,3,3,14,196,0
2015Q3,S08000028,Colorectal,7,6,14,196,0
2015Q3,S08000028,Head & Neck,2,2,14,196,0
2015Q3,S08000028,Lung,3,3,14,196,0
2015Q3,S08000028,Melanoma,2,2,14,196,0
2015Q3,S08000028,Upper GI,3,3,14,196,0
2015Q3,S08000028,Urological,1,1,14,196,0
2015Q3,S08000029,Breast,23,22,14,196,0
2015Q3,S08000029,Colorectal,27,25,14,196,0
2015Q3,S08000029,Head & Neck,5,5,14,196,0
2015Q3,S08000029,Lung,55,49,14,196,0
2015Q3,S08000029,Lymphoma,5,5,14,196,0
2015Q3,S08000029,Melanoma,6,5,14,196,0
2015Q3,S08000029,Ovarian,9,9,14,196,0
2015Q3,S08000029,Upper GI,21,21,14,196,0
2015Q3,S08000029,Urological,42,36,14,196,0
2015Q3,S08000030,Breast,80,76,14,196,0
2015Q3,S08000030,Cervical,2,2,14,196,0
2015Q3,S08000030,Colorectal,45,32,14,196,0
2015Q3,S08000030,Head & Neck,3,1,14,196,0
2015Q3,S08000030,Lung,46,40,14,196,0
2015Q3,S08000030,Lymphoma,1,1,14,196,0
2015Q3,S08000030,Melanoma,24,22,14,196,0
2015Q3,S08000030,Ovarian,2,2,14,196,0
2015Q3,S08000030,Upper GI,30,30,14,196,0
2015Q3,S08000030,Urological,33,23,14,196,0
2015Q3,S08000031,Breast,248,238,14,196,0
2015Q3,S08000031,Cervical,4,4,14,196,0
2015Q3,S08000031,Colorectal,81,74,14,196,0
2015Q3,S08000031,Head & Neck,44,31,14,196,0
2015Q3,S08000031,Lung,152,141,14,196,0
2015Q3,S08000031,Lymphoma,20,19,14,196,0
2015Q3,S08000031,Melanoma,43,43,14,196,0
2015Q3,S08000031,Ovarian,10,10,14,196,0
2015Q3,S08000031,Upper GI,72,56,14,196,0
2015Q3,S08000031,Urological,107,66,14,196,0
2015Q3,S08000032,Breast,57,57,14,196,0
2015Q3,S08000032,Cervical,11,11,14,196,0
2015Q3,S08000032,Colorectal,51,46,14,196,0
2015Q3,S08000032,Head & Neck,11,11,14,196,0
2015Q3,S08000032,Lung,58,58,14,196,0
2015Q3,S08000032,Lymphoma,8,8,14,196,0
2015Q3,S08000032,Melanoma,10,9,14,196,0
2015Q3,S08000032,Ovarian,8,7,14,196,0
2015Q3,S08000032,Upper GI,25,25,14,196,0
2015Q3,S08000032,Urological,48,43,14,196,0
2015Q4,S08000015,Breast,87,84,15,225,0
2015Q4,S08000015,Cervical,3,3,15,225,0
2015Q4,S08000015,Colorectal,37,35,15,225,0
2015Q4,S08000015,Head & Neck,8,7,15,225,0
2015Q4,S08000015,Lung,36,33,15,225,0
2015Q4,S08000015,Lymphoma,6,5,15,225,0
2015Q4,S08000015,Melanoma,8,8,15,225,0
2015Q4,S08000015,Ovarian,8,7,15,225,0
2015Q4,S08000015,Upper GI,35,32,15,225,0
2015Q4,S08000015,Urological,36,33,15,225,0
2015Q4,S08000016,Breast,8,8,15,225,0
2015Q4,S08000016,Cervical,1,1,15,225,0
2015Q4,S08000016,Colorectal,8,8,15,225,0
2015Q4,S08000016,Head & Neck,4,3,15,225,0
2015Q4,S08000016,Lung,8,8,15,225,0
2015Q4,S08000016,Lymphoma,4,4,15,225,0
2015Q4,S08000016,Melanoma,7,7,15,225,0
2015Q4,S08000016,Ovarian,6,6,15,225,0
2015Q4,S08000016,Upper GI,12,12,15,225,0
2015Q4,S08000016,Urological,11,11,15,225,0
2015Q4,S08000017,Breast,14,14,15,225,0
2015Q4,S08000017,Cervical,1,0,15,225,0
2015Q4,S08000017,Colorectal,16,16,15,225,0
2015Q4,S08000017,Head & Neck,4,3,15,225,0
2015Q4,S08000017,Lung,20,20,15,225,0
2015Q4,S08000017,Lymphoma,4,4,15,225,0
2015Q4,S08000017,Melanoma,1,1,15,225,0
2015Q4,S08000017,Ovarian,3,3,15,225,0
2015Q4,S08000017,Upper GI,18,18,15,225,0
2015Q4,S08000017,Urological,20,18,15,225,0
2015Q4,S08000019,Breast,37,37,15,225,0
2015Q4,S08000019,Cervical,4,3,15,225,0
2015Q4,S08000019,Colorectal,26,22,15,225,0
2015Q4,S08000019,Head & Neck,10,8,15,225,0
2015Q4,S08000019,Lung,30,28,15,225,0
2015Q4,S08000019,Lymphoma,3,3,15,225,0
2015Q4,S08000019,Melanoma,11,8,15,225,0
2015Q4,S08000019,Ovarian,5,5,15,225,0
2015Q4,S08000019,Upper GI,23,23,15,225,0
2015Q4,S08000019,Urological,38,37,15,225,0
2015Q4,S08000020,Breast,99,93,15,225,0
2015Q4,S08000020,Cervical,5,4,15,225,0
2015Q4,S08000020,Colorectal,44,28,15,225,0
2015Q4,S08000020,Head & Neck,9,9,15,225,0
2015Q4,S08000020,Lung,47,40,15,225,0
2015Q4,S08000020,Lymphoma,16,13,15,225,0
2015Q4,S08000020,Melanoma,11,10,15,225,0
2015Q4,S08000020,Ovarian,7,6,15,225,0
2015Q4,S08000020,Upper GI,39,37,15,225,0
2015Q4,S08000020,Urological,55,50,15,225,0
2015Q4,S08000022,Breast,60,60,15,225,0
2015Q4,S08000022,Cervical,2,2,15,225,0
2015Q4,S08000022,Colorectal,27,26,15,225,0
2015Q4,S08000022,Head & Neck,6,6,15,225,0
2015Q4,S08000022,Lung,26,26,15,225,0
2015Q4,S08000022,Lymphoma,7,6,15,225,0
2015Q4,S08000022,Melanoma,7,7,15,225,0
2015Q4,S08000022,Ovarian,4,4,15,225,0
2015Q4,S08000022,Upper GI,15,14,15,225,0
2015Q4,S08000022,Urological,35,21,15,225,0
2015Q4,S08000024,Breast,167,167,15,225,0
2015Q4,S08000024,Cervical,14,14,15,225,0
2015Q4,S08000024,Colorectal,73,62,15,225,0
2015Q4,S08000024,Head & Neck,13,12,15,225,0
2015Q4,S08000024,Lung,45,43,15,225,0
2015Q4,S08000024,Lymphoma,14,13,15,225,0
2015Q4,S08000024,Melanoma,32,32,15,225,0
2015Q4,S08000024,Ovarian,9,9,15,225,0
2015Q4,S08000024,Upper GI,35,30,15,225,0
2015Q4,S08000024,Urological,75,63,15,225,0
2015Q4,S08000025,Breast,1,1,15,225,0
2015Q4,S08000025,Cervical,1,1,15,225,0
2015Q4,S08000025,Colorectal,1,0,15,225,0
2015Q4,S08000025,Melanoma,1,1,15,225,0
2015Q4,S08000025,Upper GI,1,1,15,225,0
2015Q4,S08000026,Breast,1,0,15,225,0
2015Q4,S08000026,Colorectal,1,1,15,225,0
2015Q4,S08000026,Head & Neck,1,0,15,225,0
2015Q4,S08000026,Lung,2,2,15,225,0
2015Q4,S08000026,Ovarian,1,1,15,225,0
2015Q4,S08000026,Upper GI,1,1,15,225,0
2015Q4,S08000028,Colorectal,2,2,15,225,0
2015Q4,S08000028,Lung,2,2,15,225,0
2015Q4,S08000028,Lymphoma,2,2,15,225,0
2015Q4,S08000028,Upper GI,3,3,15,225,0
2015Q4,S08000028,Urological,5,4,15,225,0
2015Q4,S08000029,Breast,37,35,15,225,0
2015Q4,S08000029,Cervical,4,1,15,225,0
2015Q4,S08000029,Colorectal,36,35,15,225,0
2015Q4,S08000029,Head & Neck,6,5,15,225,0
2015Q4,S08000029,Lung,46,40,15,225,0
2015Q4,S08000029,Lymphoma,1,1,15,225,0
2015Q4,S08000029,Melanoma,10,9,15,225,0
2015Q4,S08000029,Ovarian,4,4,15,225,0
2015Q4,S08000029,Upper GI,26,23,15,225,0
2015Q4,S08000029,Urological,38,35,15,225,0
2015Q4,S08000030,Breast,58,53,15,225,0
2015Q4,S08000030,Cervical,5,4,15,225,0
2015Q4,S08000030,Colorectal,44,38,15,225,0
2015Q4,S08000030,Head & Neck,5,5,15,225,0
2015Q4,S08000030,Lung,25,24,15,225,0
2015Q4,S08000030,Melanoma,4,4,15,225,0
2015Q4,S08000030,Ovarian,2,2,15,225,0
2015Q4,S08000030,Upper GI,28,26,15,225,0
2015Q4,S08000030,Urological,20,14,15,225,0
2015Q4,S08000031,Breast,274,240,15,225,0
2015Q4,S08000031,Cervical,7,7,15,225,0
2015Q4,S08000031,Colorectal,98,90,15,225,0
2015Q4,S08000031,Head & Neck,47,38,15,225,0
2015Q4,S08000031,Lung,141,133,15,225,0
2015Q4,S08000031,Lymphoma,24,23,15,225,0
2015Q4,S08000031,Melanoma,32,32,15,225,0
2015Q4,S08000031,Ovarian,22,22,15,225,0
2015Q4,S08000031,Upper GI,87,77,15,225,0
2015Q4,S08000031,Urological,125,88,15,225,0
2015Q4,S08000032,Breast,72,72,15,225,0
2015Q4,S08000032,Cervical,5,5,15,225,0
2015Q4,S08000032,Colorectal,51,46,15,225,0
2015Q4,S08000032,Head & Neck,14,14,15,225,0
2015Q4,S08000032,Lung,44,44,15,225,0
2015Q4,S08000032,Lymphoma,6,6,15,225,0
2015Q4,S08000032,Melanoma,13,13,15,225,0
2015Q4,S08000032,Ovarian,4,4,15,225,0
2015Q4,S08000032,Upper GI,22,21,15,225,0
2015Q4,S08000032,Urological,45,38,15,225,0
2016Q1,S08000015,Breast,83,82,16,256,0
2016Q1,S08000015,Cervical,2,1,16,256,0
2016Q1,S08000015,Colorectal,32,28,16,256,0
2016Q1,S08000015,Head & Neck,7,6,16,256,0
2016Q1,S08000015,Lung,46,45,16,256,0
2016Q1,S08000015,Lymphoma,3,3,16,256,0
2016Q1,S08000015,Melanoma,4,4,16,256,0
2016Q1,S08000015,Ovarian,7,7,16,256,0
2016Q1,S08000015,Upper GI,36,29,16,256,0
2016Q1,S08000015,Urological,38,31,16,256,0
2016Q1,S08000016,Breast,12,12,16,256,0
2016Q1,S08000016,Colorectal,7,7,16,256,0
2016Q1,S08000016,Head & Neck,1,1,16,256,0
2016Q1,S08000016,Lung,9,9,16,256,0
2016Q1,S08000016,Melanoma,3,3,16,256,0
2016Q1,S08000016,Ovarian,4,4,16,256,0
2016Q1,S08000016,Upper GI,13,13,16,256,0
2016Q1,S08000016,Urological,12,12,16,256,0
2016Q1,S08000017,Breast,14,14,16,256,0
2016Q1,S08000017,Colorectal,21,19,16,256,0
2016Q1,S08000017,Lung,22,21,16,256,0
2016Q1,S08000017,Lymphoma,4,4,16,256,0
2016Q1,S08000017,Melanoma,2,2,16,256,0
2016Q1,S08000017,Ovarian,2,2,16,256,0
2016Q1,S08000017,Upper GI,12,12,16,256,0
2016Q1,S08000017,Urological,17,16,16,256,0
2016Q1,S08000019,Breast,34,34,16,256,0
2016Q1,S08000019,Cervical,4,4,16,256,0
2016Q1,S08000019,Colorectal,31,25,16,256,0
2016Q1,S08000019,Head & Neck,9,7,16,256,0
2016Q1,S08000019,Lung,40,33,16,256,0
2016Q1,S08000019,Lymphoma,3,3,16,256,0
2016Q1,S08000019,Melanoma,8,8,16,256,0
2016Q1,S08000019,Ovarian,4,4,16,256,0
2016Q1,S08000019,Upper GI,19,18,16,256,0
2016Q1,S08000019,Urological,40,37,16,256,0
2016Q1,S08000020,Breast,84,83,16,256,0
2016Q1,S08000020,Cervical,8,6,16,256,0
2016Q1,S08000020,Colorectal,48,41,16,256,0
2016Q1,S08000020,Head & Neck,8,5,16,256,0
2016Q1,S08000020,Lung,74,65,16,256,0
2016Q1,S08000020,Lymphoma,9,5,16,256,0
2016Q1,S08000020,Melanoma,14,11,16,256,0
2016Q1,S08000020,Ovarian,9,9,16,256,0
2016Q1,S08000020,Upper GI,44,43,16,256,0
2016Q1,S08000020,Urological,43,31,16,256,0
2016Q1,S08000022,Breast,56,56,16,256,0
2016Q1,S08000022,Cervical,2,2,16,256,0
2016Q1,S08000022,Colorectal,26,21,16,256,0
2016Q1,S08000022,Head & Neck,2,2,16,256,0
2016Q1,S08000022,Lung,19,19,16,256,0
2016Q1,S08000022,Lymphoma,8,8,16,256,0
2016Q1,S08000022,Melanoma,6,6,16,256,0
2016Q1,S08000022,Ovarian,6,6,16,256,0
2016Q1,S08000022,Upper GI,14,14,16,256,0
2016Q1,S08000022,Urological,18,11,16,256,0
2016Q1,S08000024,Breast,151,151,16,256,0
2016Q1,S08000024,Cervical,8,8,16,256,0
2016Q1,S08000024,Colorectal,72,61,16,256,0
2016Q1,S08000024,Head & Neck,10,7,16,256,0
2016Q1,S08000024,Lung,53,52,16,256,0
2016Q1,S08000024,Lymphoma,13,11,16,256,0
2016Q1,S08000024,Melanoma,7,6,16,256,0
2016Q1,S08000024,Ovarian,4,4,16,256,0
2016Q1,S08000024,Upper GI,29,28,16,256,0
2016Q1,S08000024,Urological,79,64,16,256,0
2016Q1,S08000025,Breast,1,0,16,256,0
2016Q1,S08000025,Lymphoma,1,1,16,256,0
2016Q1,S08000025,Urological,1,0,16,256,0
2016Q1,S08000026,Breast,3,3,16,256,0
2016Q1,S08000026,Colorectal,2,2,16,256,0
2016Q1,S08000026,Head & Neck,2,0,16,256,0
2016Q1,S08000026,Lung,3,3,16,256,0
2016Q1,S08000026,Melanoma,1,1,16,256,0
2016Q1,S08000026,Upper GI,2,2,16,256,0
2016Q1,S08000026,Urological,1,1,16,256,0
2016Q1,S08000028,Colorectal,7,7,16,256,0
2016Q1,S08000028,Lung,3,3,16,256,0
2016Q1,S08000028,Upper GI,2,2,16,256,0
2016Q1,S08000028,Urological,6,4,16,256,0
2016Q1,S08000029,Breast,24,23,16,256,0
2016Q1,S08000029,Cervical,8,6,16,256,0
2016Q1,S08000029,Colorectal,26,24,16,256,0
2016Q1,S08000029,Head & Neck,9,7,16,256,0
2016Q1,S08000029,Lung,46,42,16,256,0
2016Q1,S08000029,Lymphoma,4,4,16,256,0
2016Q1,S08000029,Melanoma,5,5,16,256,0
2016Q1,S08000029,Ovarian,9,6,16,256,0
2016Q1,S08000029,Upper GI,16,16,16,256,0
2016Q1,S08000029,Urological,28,22,16,256,0
2016Q1,S08000030,Breast,82,80,16,256,0
2016Q1,S08000030,Cervical,3,2,16,256,0
2016Q1,S08000030,Colorectal,31,28,16,256,0
2016Q1,S08000030,Head & Neck,1,1,16,256,0
2016Q1,S08000030,Lung,34,31,16,256,0
2016Q1,S08000030,Lymphoma,1,1,16,256,0
2016Q1,S08000030,Melanoma,2,2,16,256,0
2016Q1,S08000030,Ovarian,1,1,16,256,0
2016Q1,S08000030,Upper GI,26,26,16,256,0
2016Q1,S08000030,Urological,45,38,16,256,0
2016Q1,S08000031,Breast,258,229,16,256,0
2016Q1,S08000031,Cervical,13,12,16,256,0
2016Q1,S08000031,Colorectal,97,82,16,256,0
2016Q1,S08000031,Head & Neck,41,29,16,256,0
2016Q1,S08000031,Lung,137,124,16,256,0
2016Q1,S08000031,Lymphoma,34,33,16,256,0
2016Q1,S08000031,Melanoma,31,31,16,256,0
2016Q1,S08000031,Ovarian,18,17,16,256,0
2016Q1,S08000031,Upper GI,74,63,16,256,0
2016Q1,S08000031,Urological,124,96,16,256,0
2016Q1,S08000032,Breast,63,63,16,256,0
2016Q1,S08000032,Cervical,3,2,16,256,0
2016Q1,S08000032,Colorectal,55,48,16,256,0
2016Q1,S08000032,Head & Neck,11,11,16,256,0
2016Q1,S08000032,Lung,37,36,16,256,0
2016Q1,S08000032,Lymphoma,6,6,16,256,0
2016Q1,S08000032,Melanoma,14,14,16,256,0
2016Q1,S08000032,Ovarian,9,7,16,256,0
2016Q1,S08000032,Upper GI,29,29,16,256,0
2016Q1,S08000032,Urological,30,29,16,256,0
2016Q2,S08000015,Breast,64,62,17,289,0
2016Q2,S08000015,Cervical,2,2,17,289,0
2016Q2,S08000015,Colorectal,49,42,17,289,0
2016Q2,S08000015,Head & Neck,7,7,17,289,0
2016Q2,S08000015,Lung,43,39,17,289,0
2016Q2,S08000015,Lymphoma,7,6,17,289,0
2016Q2,S08000015,Melanoma,13,13,17,289,0
2016Q2,S08000015,Ovarian,5,4,17,289,0
2016Q2,S08000015,Upper GI,33,32,17,289,0
2016Q2,S08000015,Urological,34,29,17,289,0
2016Q2,S08000016,Breast,11,11,17,289,0
2016Q2,S08000016,Cervical,1,1,17,289,0
2016Q2,S08000016,Colorectal,14,14,17,289,0
2016Q2,S08000016,Head & Neck,1,1,17,289,0
2016Q2,S08000016,Lung,11,10,17,289,0
2016Q2,S08000016,Melanoma,7,7,17,289,0
2016Q2,S08000016,Ovarian,1,1,17,289,0
2016Q2,S08000016,Upper GI,14,13,17,289,0
2016Q2,S08000016,Urological,11,11,17,289,0
2016Q2,S08000017,Breast,14,14,17,289,0
2016Q2,S08000017,Cervical,2,1,17,289,0
2016Q2,S08000017,Colorectal,21,19,17,289,0
2016Q2,S08000017,Head & Neck,1,1,17,289,0
2016Q2,S08000017,Lung,21,18,17,289,0
2016Q2,S08000017,Lymphoma,2,2,17,289,0
2016Q2,S08000017,Melanoma,3,3,17,289,0
2016Q2,S08000017,Ovarian,4,4,17,289,0
2016Q2,S08000017,Upper GI,12,12,17,289,0
2016Q2,S08000017,Urological,6,4,17,289,0
2016Q2,S08000019,Breast,34,32,17,289,0
2016Q2,S08000019,Cervical,5,3,17,289,0
2016Q2,S08000019,Colorectal,21,16,17,289,0
2016Q2,S08000019,Head & Neck,5,5,17,289,0
2016Q2,S08000019,Lung,34,30,17,289,0
2016Q2,S08000019,Lymphoma,6,6,17,289,0
2016Q2,S08000019,Melanoma,5,5,17,289,0
2016Q2,S08000019,Ovarian,5,5,17,289,0
2016Q2,S08000019,Upper GI,24,19,17,289,0
2016Q2,S08000019,Urological,38,36,17,289,0
2016Q2,S08000020,Breast,88,87,17,289,0
2016Q2,S08000020,Cervical,3,2,17,289,0
2016Q2,S08000020,Colorectal,42,33,17,289,0
2016Q2,S08000020,Head & Neck,10,8,17,289,0
2016Q2,S08000020,Lung,69,57,17,289,0
2016Q2,S08000020,Lymphoma,15,14,17,289,0
2016Q2,S08000020,Melanoma,22,17,17,289,0
2016Q2,S08000020,Ovarian,10,9,17,289,0
2016Q2,S08000020,Upper GI,33,31,17,289,0
2016Q2,S08000020,Urological,66,49,17,289,0
2016Q2,S08000022,Breast,41,40,17,289,0
2016Q2,S08000022,Colorectal,27,20,17,289,0
2016Q2,S08000022,Head & Neck,2,1,17,289,0
2016Q2,S08000022,Lung,24,24,17,289,0
2016Q2,S08000022,Lymphoma,8,8,17,289,0
2016Q2,S08000022,Melanoma,8,8,17,289,0
2016Q2,S08000022,Ovarian,6,3,17,289,0
2016Q2,S08000022,Upper GI,16,15,17,289,0
2016Q2,S08000022,Urological,30,16,17,289,0
2016Q2,S08000024,Breast,162,162,17,289,0
2016Q2,S08000024,Cervical,8,8,17,289,0
2016Q2,S08000024,Colorectal,51,39,17,289,0
2016Q2,S08000024,Head & Neck,10,9,17,289,0
2016Q2,S08000024,Lung,52,51,17,289,0
2016Q2,S08000024,Lymphoma,10,9,17,289,0
2016Q2,S08000024,Melanoma,17,16,17,289,0
2016Q2,S08000024,Ovarian,9,9,17,289,0
2016Q2,S08000024,Upper GI,24,23,17,289,0
2016Q2,S08000024,Urological,74,62,17,289,0
2016Q2,S08000025,Colorectal,3,3,17,289,0
2016Q2,S08000025,Lymphoma,3,2,17,289,0
2016Q2,S08000025,Urological,3,2,17,289,0
2016Q2,S08000026,Breast,5,4,17,289,0
2016Q2,S08000026,Colorectal,1,1,17,289,0
2016Q2,S08000026,Upper GI,1,1,17,289,0
2016Q2,S08000026,Urological,3,3,17,289,0
2016Q2,S08000028,Cervical,1,1,17,289,0
2016Q2,S08000028,Colorectal,3,3,17,289,0
2016Q2,S08000028,Head & Neck,1,1,17,289,0
2016Q2,S08000028,Lung,7,6,17,289,0
2016Q2,S08000028,Ovarian,2,2,17,289,0
2016Q2,S08000028,Upper GI,3,3,17,289,0
2016Q2,S08000028,Urological,3,2,17,289,0
2016Q2,S08000029,Breast,30,28,17,289,0
2016Q2,S08000029,Cervical,3,2,17,289,0
2016Q2,S08000029,Colorectal,27,26,17,289,0
2016Q2,S08000029,Head & Neck,3,3,17,289,0
2016Q2,S08000029,Lung,45,40,17,289,0
2016Q2,S08000029,Lymphoma,9,9,17,289,0
2016Q2,S08000029,Melanoma,7,6,17,289,0
2016Q2,S08000029,Ovarian,8,6,17,289,0
2016Q2,S08000029,Upper GI,21,19,17,289,0
2016Q2,S08000029,Urological,43,37,17,289,0
2016Q2,S08000030,Breast,74,68,17,289,0
2016Q2,S08000030,Cervical,3,3,17,289,0
2016Q2,S08000030,Colorectal,40,35,17,289,0
2016Q2,S08000030,Head & Neck,5,4,17,289,0
2016Q2,S08000030,Lung,28,28,17,289,0
2016Q2,S08000030,Lymphoma,1,1,17,289,0
2016Q2,S08000030,Melanoma,1,1,17,289,0
2016Q2,S08000030,Ovarian,8,7,17,289,0
2016Q2,S08000030,Upper GI,28,28,17,289,0
2016Q2,S08000030,Urological,40,31,17,289,0
2016Q2,S08000031,Breast,245,231,17,289,0
2016Q2,S08000031,Cervical,6,5,17,289,0
2016Q2,S08000031,Colorectal,102,77,17,289,0
2016Q2,S08000031,Head & Neck,45,37,17,289,0
2016Q2,S08000031,Lung,141,133,17,289,0
2016Q2,S08000031,Lymphoma,25,24,17,289,0
2016Q2,S08000031,Melanoma,47,46,17,289,0
2016Q2,S08000031,Ovarian,19,19,17,289,0
2016Q2,S08000031,Upper GI,98,92,17,289,0
2016Q2,S08000031,Urological,104,69,17,289,0
2016Q2,S08000032,Breast,68,67,17,289,0
2016Q2,S08000032,Cervical,6,6,17,289,0
2016Q2,S08000032,Colorectal,55,50,17,289,0
2016Q2,S08000032,Head & Neck,15,15,17,289,0
2016Q2,S08000032,Lung,47,47,17,289,0
2016Q2,S08000032,Lymphoma,10,10,17,289,0
2016Q2,S08000032,Melanoma,18,18,17,289,0
2016Q2,S08000032,Ovarian,11,10,17,289,0
2016Q2,S08000032,Upper GI,29,28,17,289,0
2016Q2,S08000032,Urological,47,41,17,289,0
2016Q3,S08000015,Breast,84,79,18,324,0
2016Q3,S08000015,Cervical,1,1,18,324,0
2016Q3,S08000015,Colorectal,38,36,18,324,0
2016Q3,S08000015,Head & Neck,13,10,18,324,0
2016Q3,S08000015,Lung,46,41,18,324,0
2016Q3,S08000015,Lymphoma,7,6,18,324,0
2016Q3,S08000015,Melanoma,13,13,18,324,0
2016Q3,S08000015,Ovarian,4,4,18,324,0
2016Q3,S08000015,Upper GI,33,27,18,324,0
2016Q3,S08000015,Urological,31,31,18,324,0
2016Q3,S08000016,Breast,11,11,18,324,0
2016Q3,S08000016,Colorectal,13,13,18,324,0
2016Q3,S08000016,Head & Neck,2,2,18,324,0
2016Q3,S08000016,Lung,19,19,18,324,0
2016Q3,S08000016,Lymphoma,5,5,18,324,0
2016Q3,S08000016,Melanoma,6,6,18,324,0
2016Q3,S08000016,Ovarian,5,5,18,324,0
2016Q3,S08000016,Upper GI,11,11,18,324,0
2016Q3,S08000016,Urological,16,15,18,324,0
2016Q3,S08000017,Breast,6,6,18,324,0
2016Q3,S08000017,Cervical,2,0,18,324,0
2016Q3,S08000017,Colorectal,18,18,18,324,0
2016Q3,S08000017,Head & Neck,1,1,18,324,0
2016Q3,S08000017,Lung,17,17,18,324,0
2016Q3,S08000017,Lymphoma,3,3,18,324,0
2016Q3,S08000017,Melanoma,3,3,18,324,0
2016Q3,S08000017,Ovarian,3,3,18,324,0
2016Q3,S08000017,Upper GI,16,16,18,324,0
2016Q3,S08000017,Urological,12,10,18,324,0
2016Q3,S08000019,Breast,32,32,18,324,0
2016Q3,S08000019,Cervical,4,2,18,324,0
2016Q3,S08000019,Colorectal,20,15,18,324,0
2016Q3,S08000019,Head & Neck,2,1,18,324,0
