Quarter,HB,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,Date,Pandemic
2015Q3,S08000020,Head & Neck,70,68,14,0
2015Q3,S08000020,Lung,178,178,14,0
2015Q3,S08000020,Lymphoma,56,52,14,0
2015Q3,S08000020,Melanoma,56,54,14,0
2015Q3,S08000020,Ovarian,36,36,14,0
2015Q3,S08000020,Upper GI,120,116,14,0
2015Q3,S08000020,Urological,246,200,14,0
2015Q3,S08000022,Breast,162,162,14,0
2015Q3,S08000022,Cervical,4,4,14,0
2015Q3,S08000022,Colorectal,94,90,14,0
2015Q3,S08000022,Head & Neck,24,20,14,0
2015Q3,S08000022,Lung,92,84,14,0
2015Q3,S08000022,Lymphoma,38,38,14,0
2015Q3,S08000022,Melanoma,24,24,14,0
2015Q3,S08000022,Ovarian,8,6,14,0
2015Q3,S08000022,Upper GI,88,86,14,0
2015Q3,S08000022,Urological,140,116,14,0
2015Q3,S08000024,Breast,486,486,14,0
2015Q3,S08000024,Cervical,18,18,14,0
2015Q3,S08000024,Colorectal,196,190,14,0
2015Q3,S08000024,Head & Neck,68,68,14,0
2015Q3,S08000024,Lung,284,284,14,0
2015Q3,S08000024,Lymphoma,64,64,14,0
2015Q3,S08000024,Melanoma,92,92,14,0
2015Q3,S08000024,Ovarian,28,24,14,0
2015Q3,S08000024,Upper GI,102,102,14,0
2015Q3,S08000024,Urological,314,298,14,0
2015Q3,S08000025,Breast,2,2,14,0
2015Q3,S08000025,Cervical,2,2,14,0
2015Q3,S08000025,Colorectal,6,4,14,0
2015Q3,S08000025,Lung,2,2,14,0
2015Q3,S08000025,Upper GI,6,6,14,0
2015Q3,S08000026,Breast,2,2,14,0
2015Q3,S08000026,Colorectal,16,12,14,0
2015Q3,S08000026,Head & Neck,2,2,14,0
2015Q3,S08000026,Lung,2,2,14,0
2015Q3,S08000026,Lymphoma,2,2,14,0
2015Q3,S08000026,Melanoma,2,2,14,0
2015Q3,S08000026,Upper GI,8,8,14,0
2015Q3,S08000026,Urological,22,22,14,0
2015Q3,S08000028,Colorectal,16,16,14,0
2015Q3,S08000028,Head & Neck,4,4,14,0
2015Q3,S08000028,Lung,6,6,14,0
2015Q3,S08000028,Lymphoma,2,2,14,0
2015Q3,S08000028,Melanoma,4,4,14,0
2015Q3,S08000028,Upper GI,6,6,14,0
2015Q3,S08000028,Urological,2,2,14,0
2015Q3,S08000029,Breast,60,58,14,0
2015Q3,S08000029,Cervical,2,2,14,0
2015Q3,S08000029,Colorectal,96,92,14,0
2015Q3,S08000029,Head & Neck,24,22,14,0
2015Q3,S08000029,Lung,152,152,14,0
2015Q3,S08000029,Lymphoma,34,34,14,0
2015Q3,S08000029,Melanoma,30,30,14,0
2015Q3,S08000029,Ovarian,28,28,14,0
2015Q3,S08000029,Upper GI,60,60,14,0
2015Q3,S08000029,Urological,180,164,14,0
2015Q3,S08000030,Breast,248,244,14,0
2015Q3,S08000030,Cervical,14,14,14,0
2015Q3,S08000030,Colorectal,158,154,14,0
2015Q3,S08000030,Head & Neck,36,30,14,0
2015Q3,S08000030,Lung,166,154,14,0
2015Q3,S08000030,Lymphoma,16,16,14,0
2015Q3,S08000030,Melanoma,64,58,14,0
2015Q3,S08000030,Ovarian,10,8,14,0
2015Q3,S08000030,Upper GI,118,118,14,0
2015Q3,S08000030,Urological,220,168,14,0
2015Q3,S08000031,Breast,676,618,14,0
2015Q3,S08000031,Cervical,12,12,14,0
2015Q3,S08000031,Colorectal,294,286,14,0
2015Q3,S08000031,Head & Neck,208,194,14,0
2015Q3,S08000031,Lung,600,600,14,0
2015Q3,S08000031,Lymphoma,132,132,14,0
2015Q3,S08000031,Melanoma,192,192,14,0
2015Q3,S08000031,Ovarian,54,54,14,0
2015Q3,S08000031,Upper GI,256,244,14,0
2015Q3,S08000031,Urological,556,458,14,0
2015Q3,S08000032,Breast,174,174,14,0
2015Q3,S08000032,Cervical,28,28,14,0
2015Q3,S08000032,Colorectal,148,142,14,0
2015Q3,S08000032,Head & Neck,66,66,14,0
2015Q3,S08000032,Lung,218,218,14,0
2015Q3,S08000032,Lymphoma,58,58,14,0
2015Q3,S08000032,Melanoma,48,42,14,0
2015Q3,S08000032,Ovarian,26,26,14,0
2015Q3,S08000032,Upper GI,116,116,14,0
2015Q3,S08000032,Urological,220,188,14,0
2015Q4,S08000015,Breast,204,204,15,0
2015Q4,S08000015,Cervical,6,6,15,0
2015Q4,S08000015,Colorectal,124,122,15,0
2015Q4,S08000015,Head & Neck,38,38,15,0
2015Q4,S08000015,Lung,82,82,15,0
2015Q4,S08000015,Lymphoma,28,28,15,0
2015Q4,S08000015,Melanoma,42,42,15,0
2015Q4,S08000015,Ovarian,24,24,15,0
2015Q4,S08000015,Upper GI,104,104,15,0
2015Q4,S08000015,Urological,172,170,15,0
2015Q4,S08000016,Breast,36,36,15,0
2015Q4,S08000016,Cervical,6,6,15,0
2015Q4,S08000016,Colorectal,40,40,15,0
2015Q4,S08000016,Head & Neck,16,16,15,0
2015Q4,S08000016,Lung,22,22,15,0
2015Q4,S08000016,Lymphoma,12,12,15,0
2015Q4,S08000016,Melanoma,24,24,15,0
2015Q4,S08000016,Ovarian,14,14,15,0
2015Q4,S08000016,Upper GI,34,34,15,0
2015Q4,S08000016,Urological,50,48,15,0
2015Q4,S08000017,Breast,52,52,15,0
2015Q4,S08000017,Cervical,4,4,15,0
2015Q4,S08000017,Colorectal,54,54,15,0
2015Q4,S08000017,Head & Neck,18,18,15,0
2015Q4,S08000017,Lung,64,64,15,0
2015Q4,S08000017,Lymphoma,20,20,15,0
2015Q4,S08000017,Melanoma,6,6,15,0
2015Q4,S08000017,Ovarian,10,10,15,0
2015Q4,S08000017,Upper GI,64,64,15,0
2015Q4,S08000017,Urological,102,94,15,0
2015Q4,S08000019,Breast,104,104,15,0
2015Q4,S08000019,Cervical,10,10,15,0
2015Q4,S08000019,Colorectal,76,72,15,0
2015Q4,S08000019,Head & Neck,36,36,15,0
2015Q4,S08000019,Lung,110,110,15,0
2015Q4,S08000019,Lymphoma,20,20,15,0
2015Q4,S08000019,Melanoma,34,30,15,0
2015Q4,S08000019,Ovarian,14,14,15,0
2015Q4,S08000019,Upper GI,66,66,15,0
2015Q4,S08000019,Urological,148,146,15,0
2015Q4,S08000020,Breast,262,254,15,0
2015Q4,S08000020,Cervical,16,16,15,0
2015Q4,S08000020,Colorectal,138,136,15,0
2015Q4,S08000020,Head & Neck,52,50,15,0
2015Q4,S08000020,Lung,150,148,15,0
2015Q4,S08000020,Lymphoma,74,74,15,0
2015Q4,S08000020,Melanoma,50,50,15,0
2015Q4,S08000020,Ovarian,24,24,15,0
2015Q4,S08000020,Upper GI,128,128,15,0
2015Q4,S08000020,Urological,248,224,15,0
2015Q4,S08000022,Breast,166,166,15,0
2015Q4,S08000022,Cervical,6,6,15,0
2015Q4,S08000022,Colorectal,96,92,15,0
2015Q4,S08000022,Head & Neck,28,28,15,0
2015Q4,S08000022,Lung,78,78,15,0
2015Q4,S08000022,Lymphoma,22,22,15,0
2015Q4,S08000022,Melanoma,26,26,15,0
2015Q4,S08000022,Ovarian,10,10,15,0
2015Q4,S08000022,Upper GI,58,58,15,0
2015Q4,S08000022,Urological,160,140,15,0
2015Q4,S08000024,Breast,420,420,15,0
2015Q4,S08000024,Cervical,42,40,15,0
2015Q4,S08000024,Colorectal,206,196,15,0
2015Q4,S08000024,Head & Neck,66,66,15,0
2015Q4,S08000024,Lung,192,192,15,0
2015Q4,S08000024,Lymphoma,76,76,15,0
2015Q4,S08000024,Melanoma,150,150,15,0
2015Q4,S08000024,Ovarian,24,22,15,0
2015Q4,S08000024,Upper GI,112,112,15,0
2015Q4,S08000024,Urological,286,260,15,0
2015Q4,S08000025,Breast,2,2,15,0
2015Q4,S08000025,Cervical,2,2,15,0
2015Q4,S08000025,Colorectal,2,2,15,0
2015Q4,S08000025,Melanoma,4,4,15,0
2015Q4,S08000025,Upper GI,4,4,15,0
2015Q4,S08000026,Breast,2,0,15,0
2015Q4,S08000026,Colorectal,2,2,15,0
2015Q4,S08000026,Head & Neck,2,2,15,0
2015Q4,S08000026,Lung,6,6,15,0
2015Q4,S08000026,Lymphoma,2,2,15,0
2015Q4,S08000026,Melanoma,4,4,15,0
2015Q4,S08000026,Ovarian,2,2,15,0
2015Q4,S08000026,Upper GI,2,2,15,0
2015Q4,S08000028,Cervical,2,2,15,0
2015Q4,S08000028,Colorectal,4,4,15,0
2015Q4,S08000028,Lung,8,8,15,0
2015Q4,S08000028,Lymphoma,4,4,15,0
2015Q4,S08000028,Upper GI,8,8,15,0
2015Q4,S08000028,Urological,12,10,15,0
2015Q4,S08000029,Breast,112,110,15,0
2015Q4,S08000029,Cervical,8,8,15,0
2015Q4,S08000029,Colorectal,98,96,15,0
2015Q4,S08000029,Head & Neck,22,22,15,0
2015Q4,S08000029,Lung,132,132,15,0
2015Q4,S08000029,Lymphoma,28,28,15,0
2015Q4,S08000029,Melanoma,48,44,15,0
2015Q4,S08000029,Ovarian,18,16,15,0
2015Q4,S08000029,Upper GI,72,72,15,0
2015Q4,S08000029,Urological,170,158,15,0
2015Q4,S08000030,Breast,218,210,15,0
2015Q4,S08000030,Cervical,16,16,15,0
2015Q4,S08000030,Colorectal,174,172,15,0
2015Q4,S08000030,Head & Neck,30,30,15,0
2015Q4,S08000030,Lung,154,154,15,0
2015Q4,S08000030,Lymphoma,44,44,15,0
2015Q4,S08000030,Melanoma,54,54,15,0
2015Q4,S08000030,Ovarian,20,18,15,0
2015Q4,S08000030,Upper GI,136,134,15,0
2015Q4,S08000030,Urological,192,160,15,0
2015Q4,S08000031,Breast,734,648,15,0
2015Q4,S08000031,Cervical,34,34,15,0
2015Q4,S08000031,Colorectal,316,310,15,0
2015Q4,S08000031,Head & Neck,178,172,15,0
2015Q4,S08000031,Lung,602,602,15,0
2015Q4,S08000031,Lymphoma,126,126,15,0
2015Q4,S08000031,Melanoma,198,198,15,0
2015Q4,S08000031,Ovarian,72,72,15,0
2015Q4,S08000031,Upper GI,318,312,15,0
2015Q4,S08000031,Urological,576,520,15,0
2015Q4,S08000032,Breast,206,206,15,0
2015Q4,S08000032,Cervical,18,18,15,0
2015Q4,S08000032,Colorectal,154,144,15,0
2015Q4,S08000032,Head & Neck,58,56,15,0
2015Q4,S08000032,Lung,152,152,15,0
2015Q4,S08000032,Lymphoma,46,46,15,0
2015Q4,S08000032,Melanoma,50,50,15,0
2015Q4,S08000032,Ovarian,14,14,15,0
2015Q4,S08000032,Upper GI,92,92,15,0
2015Q4,S08000032,Urological,240,194,15,0
2016Q1,S08000015,Breast,200,196,16,0
2016Q1,S08000015,Cervical,8,8,16,0
2016Q1,S08000015,Colorectal,98,98,16,0
2016Q1,S08000015,Head & Neck,34,34,16,0
2016Q1,S08000015,Lung,110,110,16,0
2016Q1,S08000015,Lymphoma,30,30,16,0
2016Q1,S08000015,Melanoma,34,32,16,0
2016Q1,S08000015,Ovarian,18,18,16,0
2016Q1,S08000015,Upper GI,106,104,16,0
2016Q1,S08000015,Urological,178,160,16,0
2016Q1,S08000016,Breast,36,36,16,0
2016Q1,S08000016,Colorectal,40,40,16,0
2016Q1,S08000016,Head & Neck,8,8,16,0
2016Q1,S08000016,Lung,34,34,16,0
2016Q1,S08000016,Lymphoma,4,4,16,0
2016Q1,S08000016,Melanoma,12,12,16,0
2016Q1,S08000016,Ovarian,12,12,16,0
2016Q1,S08000016,Upper GI,28,28,16,0
2016Q1,S08000016,Urological,44,40,16,0
2016Q1,S08000017,Breast,44,44,16,0
2016Q1,S08000017,Colorectal,54,54,16,0
2016Q1,S08000017,Head & Neck,4,4,16,0
2016Q1,S08000017,Lung,64,64,16,0
2016Q1,S08000017,Lymphoma,24,24,16,0
2016Q1,S08000017,Melanoma,8,8,16,0
2016Q1,S08000017,Ovarian,6,6,16,0
2016Q1,S08000017,Upper GI,40,40,16,0
2016Q1,S08000017,Urological,82,80,16,0
2016Q1,S08000019,Breast,86,84,16,0
2016Q1,S08000019,Cervical,8,8,16,0
2016Q1,S08000019,Colorectal,96,92,16,0
2016Q1,S08000019,Head & Neck,30,28,16,0
2016Q1,S08000019,Lung,124,124,16,0
2016Q1,S08000019,Lymphoma,18,18,16,0
2016Q1,S08000019,Melanoma,26,24,16,0
2016Q1,S08000019,Ovarian,12,12,16,0
2016Q1,S08000019,Upper GI,80,80,16,0
2016Q1,S08000019,Urological,138,134,16,0
2016Q1,S08000020,Breast,228,228,16,0
2016Q1,S08000020,Cervical,20,20,16,0
2016Q1,S08000020,Colorectal,168,158,16,0
2016Q1,S08000020,Head & Neck,50,50,16,0
2016Q1,S08000020,Lung,190,188,16,0
2016Q1,S08000020,Lymphoma,54,54,16,0
2016Q1,S08000020,Melanoma,74,74,16,0
2016Q1,S08000020,Ovarian,22,22,16,0
2016Q1,S08000020,Upper GI,130,128,16,0
2016Q1,S08000020,Urological,246,206,16,0
2016Q1,S08000022,Breast,160,160,16,0
2016Q1,S08000022,Cervical,6,6,16,0
2016Q1,S08000022,Colorectal,102,92,16,0
2016Q1,S08000022,Head & Neck,20,20,16,0
2016Q1,S08000022,Lung,72,72,16,0
2016Q1,S08000022,Lymphoma,26,26,16,0
2016Q1,S08000022,Melanoma,30,26,16,0
2016Q1,S08000022,Ovarian,20,20,16,0
2016Q1,S08000022,Upper GI,56,54,16,0
2016Q1,S08000022,Urological,112,88,16,0
2016Q1,S08000024,Breast,376,376,16,0
2016Q1,S08000024,Cervical,26,24,16,0
2016Q1,S08000024,Colorectal,216,204,16,0
2016Q1,S08000024,Head & Neck,46,46,16,0
2016Q1,S08000024,Lung,268,268,16,0
2016Q1,S08000024,Lymphoma,80,80,16,0
2016Q1,S08000024,Melanoma,82,82,16,0
2016Q1,S08000024,Ovarian,12,12,16,0
2016Q1,S08000024,Upper GI,80,80,16,0
2016Q1,S08000024,Urological,324,260,16,0
2016Q1,S08000025,Breast,2,0,16,0
2016Q1,S08000025,Lymphoma,2,2,16,0
2016Q1,S08000025,Urological,2,0,16,0
2016Q1,S08000026,Breast,6,6,16,0
2016Q1,S08000026,Colorectal,4,4,16,0
2016Q1,S08000026,Head & Neck,4,4,16,0
2016Q1,S08000026,Lung,6,6,16,0
2016Q1,S08000026,Lymphoma,2,2,16,0
2016Q1,S08000026,Melanoma,4,4,16,0
2016Q1,S08000026,Upper GI,4,4,16,0
2016Q1,S08000026,Urological,10,10,16,0
2016Q1,S08000028,Colorectal,16,14,16,0
2016Q1,S08000028,Lung,6,6,16,0
2016Q1,S08000028,Upper GI,4,4,16,0
2016Q1,S08000028,Urological,18,18,16,0
2016Q1,S08000029,Breast,68,68,16,0
2016Q1,S08000029,Cervical,18,18,16,0
2016Q1,S08000029,Colorectal,88,88,16,0
2016Q1,S08000029,Head & Neck,34,34,16,0
2016Q1,S08000029,Lung,146,146,16,0
2016Q1,S08000029,Lymphoma,32,32,16,0
2016Q1,S08000029,Melanoma,20,20,16,0
2016Q1,S08000029,Ovarian,22,14,16,0
2016Q1,S08000029,Upper GI,72,72,16,0
2016Q1,S08000029,Urological,124,106,16,0
2016Q1,S08000030,Breast,258,230,16,0
2016Q1,S08000030,Cervical,14,14,16,0
2016Q1,S08000030,Colorectal,126,124,16,0
2016Q1,S08000030,Head & Neck,32,32,16,0
2016Q1,S08000030,Lung,156,154,16,0
2016Q1,S08000030,Lymphoma,30,30,16,0
2016Q1,S08000030,Melanoma,28,26,16,0
2016Q1,S08000030,Ovarian,2,2,16,0
2016Q1,S08000030,Upper GI,120,120,16,0
2016Q1,S08000030,Urological,272,220,16,0
2016Q1,S08000031,Breast,710,638,16,0
2016Q1,S08000031,Cervical,34,34,16,0
2016Q1,S08000031,Colorectal,334,324,16,0
2016Q1,S08000031,Head & Neck,148,146,16,0
2016Q1,S08000031,Lung,600,600,16,0
2016Q1,S08000031,Lymphoma,152,152,16,0
2016Q1,S08000031,Melanoma,182,178,16,0
2016Q1,S08000031,Ovarian,58,58,16,0
2016Q1,S08000031,Upper GI,274,272,16,0
2016Q1,S08000031,Urological,628,522,16,0
2016Q1,S08000032,Breast,190,186,16,0
2016Q1,S08000032,Cervical,12,12,16,0
2016Q1,S08000032,Colorectal,162,150,16,0
2016Q1,S08000032,Head & Neck,60,58,16,0
2016Q1,S08000032,Lung,154,154,16,0
2016Q1,S08000032,Lymphoma,54,54,16,0
2016Q1,S08000032,Melanoma,68,64,16,0
2016Q1,S08000032,Ovarian,24,24,16,0
2016Q1,S08000032,Upper GI,122,120,16,0
2016Q1,S08000032,Urological,188,170,16,0
2016Q2,S08000015,Breast,174,174,17,0
2016Q2,S08000015,Cervical,10,10,17,0
2016Q2,S08000015,Colorectal,138,138,17,0
2016Q2,S08000015,Head & Neck,30,26,17,0
2016Q2,S08000015,Lung,110,110,17,0
2016Q2,S08000015,Lymphoma,28,28,17,0
2016Q2,S08000015,Melanoma,40,40,17,0
2016Q2,S08000015,Ovarian,16,16,17,0
2016Q2,S08000015,Upper GI,100,100,17,0
2016Q2,S08000015,Urological,170,156,17,0
2016Q2,S08000016,Breast,44,44,17,0
2016Q2,S08000016,Cervical,2,2,17,0
2016Q2,S08000016,Colorectal,38,38,17,0
2016Q2,S08000016,Head & Neck,4,4,17,0
2016Q2,S08000016,Lung,38,36,17,0
2016Q2,S08000016,Lymphoma,10,10,17,0
2016Q2,S08000016,Melanoma,26,26,17,0
2016Q2,S08000016,Ovarian,6,6,17,0
2016Q2,S08000016,Upper GI,40,40,17,0
2016Q2,S08000016,Urological,44,40,17,0
2016Q2,S08000017,Breast,40,40,17,0
2016Q2,S08000017,Cervical,4,4,17,0
2016Q2,S08000017,Colorectal,66,66,17,0
2016Q2,S08000017,Head & Neck,16,16,17,0
2016Q2,S08000017,Lung,74,74,17,0
2016Q2,S08000017,Lymphoma,12,12,17,0
2016Q2,S08000017,Melanoma,22,22,17,0
2016Q2,S08000017,Ovarian,10,10,17,0
2016Q2,S08000017,Upper GI,44,44,17,0
2016Q2,S08000017,Urological,68,60,17,0
2016Q2,S08000019,Breast,90,84,17,0
2016Q2,S08000019,Cervical,12,12,17,0
2016Q2,S08000019,Colorectal,72,70,17,0
2016Q2,S08000019,Head & Neck,14,14,17,0
2016Q2,S08000019,Lung,116,116,17,0
2016Q2,S08000019,Lymphoma,22,22,17,0
2016Q2,S08000019,Melanoma,20,20,17,0
2016Q2,S08000019,Ovarian,16,16,17,0
2016Q2,S08000019,Upper GI,84,84,17,0
2016Q2,S08000019,Urological,164,162,17,0
2016Q2,S08000020,Breast,224,218,17,0
2016Q2,S08000020,Cervical,6,4,17,0
2016Q2,S08000020,Colorectal,132,128,17,0
2016Q2,S08000020,Head & Neck,56,54,17,0
2016Q2,S08000020,Lung,184,180,17,0
2016Q2,S08000020,Lymphoma,60,60,17,0
2016Q2,S08000020,Melanoma,86,86,17,0
2016Q2,S08000020,Ovarian,36,36,17,0
2016Q2,S08000020,Upper GI,108,108,17,0
2016Q2,S08000020,Urological,300,282,17,0
2016Q2,S08000022,Breast,110,108,17,0
2016Q2,S08000022,Colorectal,98,94,17,0
2016Q2,S08000022,Head & Neck,14,14,17,0
2016Q2,S08000022,Lung,76,72,17,0
2016Q2,S08000022,Lymphoma,30,30,17,0
2016Q2,S08000022,Melanoma,30,30,17,0
2016Q2,S08000022,Ovarian,18,18,17,0
2016Q2,S08000022,Upper GI,58,56,17,0
2016Q2,S08000022,Urological,136,124,17,0
2016Q2,S08000024,Breast,436,436,17,0
2016Q2,S08000024,Cervical,24,24,17,0
2016Q2,S08000024,Colorectal,152,144,17,0
2016Q2,S08000024,Head & Neck,54,54,17,0
2016Q2,S08000024,Lung,250,248,17,0
2016Q2,S08000024,Lymphoma,68,68,17,0
2016Q2,S08000024,Melanoma,90,90,17,0
2016Q2,S08000024,Ovarian,36,30,17,0
2016Q2,S08000024,Upper GI,84,84,17,0
2016Q2,S08000024,Urological,248,196,17,0
2016Q2,S08000025,Colorectal,6,6,17,0
2016Q2,S08000025,Lymphoma,6,6,17,0
2016Q2,S08000025,Urological,8,8,17,0
2016Q2,S08000026,Breast,12,12,17,0
2016Q2,S08000026,Colorectal,4,4,17,0
2016Q2,S08000026,Upper GI,2,2,17,0
2016Q2,S08000026,Urological,8,8,17,0
2016Q2,S08000028,Cervical,4,4,17,0
2016Q2,S08000028,Colorectal,8,8,17,0
2016Q2,S08000028,Head & Neck,4,4,17,0
2016Q2,S08000028,Lung,14,12,17,0
2016Q2,S08000028,Ovarian,4,4,17,0
2016Q2,S08000028,Upper GI,10,10,17,0
2016Q2,S08000028,Urological,16,16,17,0
2016Q2,S08000029,Breast,84,84,17,0
2016Q2,S08000029,Cervical,10,10,17,0
2016Q2,S08000029,Colorectal,86,86,17,0
2016Q2,S08000029,Head & Neck,22,22,17,0
2016Q2,S08000029,Lung,134,134,17,0
2016Q2,S08000029,Lymphoma,34,34,17,0
2016Q2,S08000029,Melanoma,34,34,17,0
2016Q2,S08000029,Ovarian,16,14,17,0
2016Q2,S08000029,Upper GI,70,68,17,0
2016Q2,S08000029,Urological,214,184,17,0
2016Q2,S08000030,Breast,224,214,17,0
2016Q2,S08000030,Cervical,8,8,17,0
2016Q2,S08000030,Colorectal,164,160,17,0
2016Q2,S08000030,Head & Neck,56,56,17,0
2016Q2,S08000030,Lung,138,136,17,0
2016Q2,S08000030,Lymphoma,42,42,17,0
2016Q2,S08000030,Melanoma,8,8,17,0
2016Q2,S08000030,Ovarian,30,30,17,0
2016Q2,S08000030,Upper GI,132,130,17,0
2016Q2,S08000030,Urological,264,228,17,0
2016Q2,S08000031,Breast,636,590,17,0
2016Q2,S08000031,Cervical,28,26,17,0
2016Q2,S08000031,Colorectal,344,330,17,0
2016Q2,S08000031,Head & Neck,154,148,17,0
2016Q2,S08000031,Lung,572,570,17,0
2016Q2,S08000031,Lymphoma,142,140,17,0
2016Q2,S08000031,Melanoma,208,206,17,0
2016Q2,S08000031,Ovarian,70,70,17,0
2016Q2,S08000031,Upper GI,324,314,17,0
2016Q2,S08000031,Urological,540,454,17,0
2016Q2,S08000032,Breast,192,192,17,0
2016Q2,S08000032,Cervical,14,14,17,0
2016Q2,S08000032,Colorectal,160,156,17,0
2016Q2,S08000032,Head & Neck,72,72,17,0
2016Q2,S08000032,Lung,196,196,17,0
2016Q2,S08000032,Lymphoma,50,50,17,0
2016Q2,S08000032,Melanoma,82,74,17,0
2016Q2,S08000032,Ovarian,26,26,17,0
2016Q2,S08000032,Upper GI,110,110,17,0
2016Q2,S08000032,Urological,260,214,17,0
2016Q3,S08000015,Breast,204,204,18,0
2016Q3,S08000015,Cervical,4,4,18,0
2016Q3,S08000015,Colorectal,132,132,18,0
2016Q3,S08000015,Head & Neck,38,36,18,0
2016Q3,S08000015,Lung,144,144,18,0
2016Q3,S08000015,Lymphoma,46,44,18,0
2016Q3,S08000015,Melanoma,56,56,18,0
2016Q3,S08000015,Ovarian,16,16,18,0
2016Q3,S08000015,Upper GI,108,106,18,0
2016Q3,S08000015,Urological,170,166,18,0
2016Q3,S08000016,Breast,32,32,18,0
2016Q3,S08000016,Colorectal,40,40,18,0
2016Q3,S08000016,Head & Neck,6,6,18,0
2016Q3,S08000016,Lung,48,48,18,0
2016Q3,S08000016,Lymphoma,26,26,18,0
2016Q3,S08000016,Melanoma,18,18,18,0
2016Q3,S08000016,Ovarian,12,12,18,0
2016Q3,S08000016,Upper GI,30,30,18,0
2016Q3,S08000016,Urological,60,50,18,0
2016Q3,S08000017,Breast,22,22,18,0
2016Q3,S08000017,Cervical,6,6,18,0
2016Q3,S08000017,Colorectal,60,58,18,0
2016Q3,S08000017,Head & Neck,12,10,18,0
2016Q3,S08000017,Lung,56,56,18,0
2016Q3,S08000017,Lymphoma,16,16,18,0
2016Q3,S08000017,Melanoma,14,14,18,0
2016Q3,S08000017,Ovarian,12,12,18,0
2016Q3,S08000017,Upper GI,56,54,18,0
2016Q3,S08000017,Urological,94,78,18,0
2016Q3,S08000019,Breast,78,78,18,0
2016Q3,S08000019,Cervical,12,12,18,0
2016Q3,S08000019,Colorectal,74,68,18,0
2016Q3,S08000019,Head & Neck,16,16,18,0
2016Q3,S08000019,Lung,98,98,18,0
2016Q3,S08000019,Lymphoma,28,28,18,0
2016Q3,S08000019,Melanoma,42,40,18,0
2016Q3,S08000019,Ovarian,8,8,18,0
2016Q3,S08000019,Upper GI,104,104,18,0
2016Q3,S08000019,Urological,156,156,18,0
2016Q3,S08000020,Breast,272,234,18,0
2016Q3,S08000020,Cervical,8,8,18,0
2016Q3,S08000020,Colorectal,178,172,18,0
2016Q3,S08000020,Head & Neck,50,50,18,0
2016Q3,S08000020,Lung,194,184,18,0
2016Q3,S08000020,Lymphoma,74,72,18,0
2016Q3,S08000020,Melanoma,78,76,18,0
2016Q3,S08000020,Ovarian,48,48,18,0
2016Q3,S08000020,Upper GI,128,126,18,0
2016Q3,S08000020,Urological,306,274,18,0
2016Q3,S08000022,Breast,130,128,18,0
2016Q3,S08000022,Cervical,4,4,18,0
2016Q3,S08000022,Colorectal,82,80,18,0
2016Q3,S08000022,Head & Neck,18,18,18,0
2016Q3,S08000022,Lung,108,108,18,0
2016Q3,S08000022,Lymphoma,34,34,18,0
2016Q3,S08000022,Melanoma,54,54,18,0
2016Q3,S08000022,Ovarian,8,8,18,0
2016Q3,S08000022,Upper GI,66,66,18,0
2016Q3,S08000022,Urological,110,82,18,0
2016Q3,S08000024,Breast,428,428,18,0
2016Q3,S08000024,Cervical,28,28,18,0
2016Q3,S08000024,Colorectal,130,118,18,0
2016Q3,S08000024,Head & Neck,80,80,18,0
2016Q3,S08000024,Lung,264,264,18,0
2016Q3,S08000024,Lymphoma,60,58,18,0
2016Q3,S08000024,Melanoma,102,102,18,0
2016Q3,S08000024,Ovarian,18,18,18,0
2016Q3,S08000024,Upper GI,72,70,18,0
2016Q3,S08000024,Urological,228,162,18,0
2016Q3,S08000025,Breast,2,2,18,0
2016Q3,S08000025,Colorectal,8,8,18,0
2016Q3,S08000025,Lung,2,2,18,0
2016Q3,S08000025,Urological,2,2,18,0
2016Q3,S08000026,Breast,2,2,18,0
2016Q3,S08000026,Colorectal,8,8,18,0
2016Q3,S08000026,Head & Neck,6,6,18,0
2016Q3,S08000026,Lung,6,4,18,0
2016Q3,S08000026,Lymphoma,4,4,18,0
2016Q3,S08000026,Melanoma,2,2,18,0
2016Q3,S08000026,Upper GI,6,6,18,0
2016Q3,S08000026,Urological,10,10,18,0
2016Q3,S08000028,Colorectal,8,8,18,0
2016Q3,S08000028,Head & Neck,6,6,18,0
2016Q3,S08000028,Lung,12,12,18,0
2016Q3,S08000028,Melanoma,2,2,18,0
2016Q3,S08000028,Ovarian,2,2,18,0
2016Q3,S08000028,Upper GI,4,4,18,0
2016Q3,S08000028,Urological,4,2,18,0
2016Q3,S08000029,Breast,70,70,18,0
2016Q3,S08000029,Cervical,6,6,18,0
2016Q3,S08000029,Colorectal,110,108,18,0
2016Q3,S08000029,Head & Neck,20,20,18,0
2016Q3,S08000029,Lung,148,146,18,0
2016Q3,S08000029,Lymphoma,32,32,18,0
2016Q3,S08000029,Melanoma,36,36,18,0
2016Q3,S08000029,Ovarian,14,14,18,0
2016Q3,S08000029,Upper GI,68,66,18,0
2016Q3,S08000029,Urological,164,128,18,0
2016Q3,S08000030,Breast,310,250,18,0
2016Q3,S08000030,Cervical,6,6,18,0
2016Q3,S08000030,Colorectal,144,138,18,0
2016Q3,S08000030,Head & Neck,44,38,18,0
2016Q3,S08000030,Lung,144,142,18,0
2016Q3,S08000030,Lymphoma,32,32,18,0
2016Q3,S08000030,Melanoma,38,34,18,0
2016Q3,S08000030,Ovarian,16,16,18,0
